fideid,name,country,sex,title,w_title,o_title,foa_title,rating,games,k,birthday,flag
3209423,"Coy, Rupert",AUS,M,,,,,1923,7,20,1994,
3270211,"Craig, Lance",AUS,M,,,,,1642,0,40,1990,i
3248291,"Credland-Ballantyne, Oscar",AUS,M,,,,,1540,0,40,2010,
3201074,"Creek, Peter",AUS,M,,,,,1684,0,20,1944,i
3235734,"Cregan, Robert",AUS,M,,,,,1798,0,20,1973,
3218856,"Cristobal, Rodolfo",AUS,M,,,,,1953,0,20,1954,i
3212157,"Croft, Roger",AUS,M,,,,,1797,0,20,1960,i
3234770,"Cronin, Henry",AUS,M,,,,,1918,0,20,2002,i
311104549,"Cronje, Bradley",AUS,M,,,,,1581,0,40,1971,i
3211533,"Cross, Jamie",AUS,M,,,,,1830,0,20,1989,i
3280870,"Cross, Patrick",AUS,M,,,,,1519,0,40,1992,
3218317,"Crossman, Tom",AUS,M,CM,,,,1902,0,20,1994,i
3252329,"Croucher, Toshio",AUS,M,,,,,1620,0,20,1992,i
3218465,"Crowley, Regan",AUS,M,CM,,,,1804,0,20,2000,
3249794,"Cuevas, Miguel",AUS,M,,,,,1670,0,20,1995,i
3229459,"Culbert, Joshua",AUS,M,,,,,1923,0,20,1997,i
3215466,"Cunningham, Campbell",AUS,M,,,,,1628,0,20,1951,i
3255778,"Curtis, Brad",AUS,M,,,,,1435,0,20,1977,i
3228320,"Curtis, Shaun",AUS,M,,,FI,,1701,0,20,1994,i
3251268,"Cutting, Luke",AUS,M,,,,,1592,0,40,1972,
3234657,"Cyriac, Jose",AUS,M,,,NA,,1568,0,20,1982,
3223884,"Dai, Cheng",AUS,M,FM,,,,1984,0,20,1998,
3251438,"Dai, Yicheng",AUS,M,,,,,1520,0,40,2014,
3233472,"Dakic, Dusan",AUS,M,,,,,1805,0,20,1969,
3213145,"Dale, Ari",AUS,M,IM,,,,2294,0,20,1998,i
3213153,"Dale, Finley",AUS,M,,,,,1813,0,20,2000,i
3260720,"Dale, Trevor",AUS,M,,,,,1647,0,20,1968,i
3250377,"Daley, Kurt",AUS,M,,,,,1874,0,20,1992,
3214206,"Damaschino, Lou",AUS,M,,,,,1749,0,20,1963,i
3216802,"Danaswara, Indis",AUS,M,,,,,1828,0,20,2000,i
3247309,"Dance, Alex",AUS,M,,,,,1608,0,20,1970,i
3255522,"Danesh, Mazyar",AUS,M,,,,,1822,0,20,1979,i
3220524,"Daneshvar, Reza",AUS,M,,,,,1853,0,20,1962,i
3268411,"Daniel, Ariye",AUS,F,,,,,1400,5,40,2016,w
3268420,"Daniel, Suria",AUS,F,,,,,1519,4,40,2014,w
3211878,"Danishyar, Alex",AUS,M,,,,,1654,0,20,1986,i
3284409,"Danta, Oscar",AUS,M,,,,,1455,0,40,2007,
3269469,"Dargan, Will",AUS,M,,,,,1619,0,40,2007,
3235416,"Das, Gabriel",AUS,M,,,,,1573,0,40,2009,i
3231330,"Datar, Tejas",AUS,M,,,,,1947,0,20,2002,
3229297,"Davies, Andrew William",AUS,M,,,,,1718,0,20,1990,i
3280756,"Davis, Dyllan",AUS,M,,,,,1524,0,40,1996,
3220486,"Davis, Sophie",AUS,F,,,NA,,1625,0,20,2004,w
3205550,"Davis, Tony J",AUS,M,CM,,,,1925,0,20,1968,i
3228134,"Davoll, Josh",AUS,M,,,,,1851,0,20,1986,i
3269230,"Dawson, Daniel",AUS,M,,,,,1689,0,40,1989,i
3269507,"Day, Stephen",AUS,M,,,,,1588,0,40,1974,i
3243770,"De Heer, Alex",AUS,M,,,,,1642,0,20,1957,
3273954,"De Leon, Santiago",AUS,M,,,,,1617,5,40,2009,
3243788,"De Livera, Hamish",AUS,M,,,,,1425,0,40,2014,i
3245349,"De Matteis, Nicolas",AUS,M,,,,,1731,0,20,2000,i
3257959,"De Meio, Michael",AUS,M,,,,,1629,0,40,2006,i
3240100,"De Rooy, Jack",AUS,M,,,,,1506,0,40,2010,i
3240118,"De Rooy, Samuel",AUS,M,,,,,1534,0,40,2011,i
9905260,"De Vas, Saminda",AUS,M,,,NA,AFM,1829,0,20,1981,i
3250580,"De Vas, Senudi",AUS,F,,,,,1536,0,40,2014,wi
3235963,"De Vas, Yonal",AUS,M,,,,ACM,1679,7,40,2010,
3251144,"De Villiers, Jean",AUS,M,,,,,1651,0,20,1984,i
3262308,"Deccico, Adrian",AUS,M,,,,,1628,0,20,1977,i
3209440,"Deen-Cowell, Nicholas",AUS,M,,,,,1942,0,20,1993,i
3200493,"Dekic, Biljana N",AUS,F,WIM,WIM,,,1931,0,20,,w
3213447,"Della-Ca, Michael",AUS,M,,,,,1941,0,20,1988,i
3243923,"Dempster, Andrew",AUS,M,,,,,1902,0,20,1971,i
3279197,"Deng-Xia, Brandon",AUS,M,,,,,1495,0,40,2014,
3209199,"Derwent, Ethan",AUS,M,,,,,1899,0,20,1999,i
3207110,"Descallar, Levi",AUS,M,,,,,1856,0,20,1958,
3278590,"Detering, Elliot",AUS,M,,,,,1481,0,40,2006,
3222497,"Dharmapuri, Sri Krishna",AUS,M,,,,,1776,0,20,2002,i
3257967,"Di, Elvin",AUS,M,,,,,1563,0,40,2013,
3232026,"Di-Ienno, Mathew",AUS,M,,,,,1600,0,20,2004,i
3225968,"Diao, Yizhen",AUS,M,,,,,1698,0,40,2005,i
3233766,"Dib, Michel",AUS,M,,,,,1724,0,20,1943,i
3210987,"Dibley, Shane E",AUS,M,,,,,1785,0,20,1957,i
3236943,"Diemer, Tim",AUS,M,,,,,1937,0,20,1992,i
3214559,"Diep, Denan",AUS,M,,,,,1902,0,20,1988,i
3258602,"Dileesh, Ashmit",AUS,M,,,,,1784,0,40,2013,
3245098,"Ding, Daniel (yulin)",AUS,M,,,,,1668,0,40,2011,i
3233456,"Ding, Rey",AUS,M,,,,,1812,0,40,2007,i
3217337,"Dingfelder, Carl",AUS,M,,,,,1752,0,20,2001,i
3224104,"Dingley, Justin",AUS,M,,,,ACM,1712,0,20,1995,
3256340,"Dissanayake, Naveen",AUS,M,,,,,1442,0,40,2015,
3243575,"Dissanayake, Vidushi",AUS,F,,,,,1702,0,40,2012,w
3259684,"Divvela, Aneesh",AUS,M,,,,,1651,0,40,2010,
311211745,"Dixon, Asher",AUS,M,,,,AIM,1592,0,40,1998,
3256391,"Djatschenko, Addison",AUS,M,,,,,1620,0,40,2004,
3221008,"Djuric, Mirko",AUS,M,,,,,1836,0,20,1949,i
3281183,"Do, Khoi",AUS,M,,,,,1843,0,40,2008,
3242048,"Donaldson, Tom",AUS,M,,,,,1666,0,40,2007,i
3284417,"Dong, Flora",AUS,F,,,,,1481,0,40,2007,w
3263274,"Dong, Lehan",AUS,M,,,,,1482,0,40,2010,
3259897,"Doran, Kaiden",AUS,M,,,,,1715,0,40,2008,
3264521,"Dorrian, Benjamin",AUS,M,,,,,1626,5,40,2009,
3237648,"Douglas, Miles",AUS,M,,,,,1612,0,40,2004,i
3274829,"Downes, Manning",AUS,M,,,,,1451,0,40,2015,
3221369,"Dragalchuk, Vladislav",AUS,M,CM,,,,1897,0,20,1975,i
3203328,"Dragicevic, Domagoj",AUS,M,FM,,,,2165,0,20,1982,
3214850,"Drastik, Penelope",AUS,F,,,,,1897,0,20,1997,wi
3207862,"Drew, Phillip",AUS,M,,,,,1928,0,20,1989,i
3281230,"Dryen, Jaxon",AUS,M,,,,,1539,0,40,2000,
3254542,"Du Plooy, Stephan",AUS,M,,,,,1597,0,20,2000,i
3279472,"Duane, John",AUS,M,,,,,1539,0,40,1984,
3218325,"Duckworth, Terry",AUS,M,,,,,1698,0,20,1963,i
3252612,"Dudipalli, Hamsini",AUS,F,,,,ACM,1664,0,40,2014,w
3218880,"Duffin, Mike",AUS,M,,,,,1942,0,20,1964,i
3242684,"Duker, Craig",AUS,M,,,,,1687,0,20,1977,
3240835,"Duncan, Dermot",AUS,M,,,,,1646,0,20,1971,i
3244512,"Duncan, Matthew",AUS,M,,,,,1725,0,20,1998,i
3258319,"Duncanson, Jack",AUS,M,,,,,1468,0,20,1998,i
3251683,"Dundas, Callum",AUS,M,,,,,1714,0,40,2006,
3257070,"Dunn, Damien",AUS,M,,,,,1672,0,20,1969,i
3257800,"Dunn, Lachlan",AUS,M,,,,,1593,0,20,2004,i
3213900,"Dunn, Paul",AUS,M,,,,,1576,0,20,1947,i
3238296,"Duong, Anthony",AUS,M,,,,,1503,0,40,2006,i
3280888,"Durkin, Hamish",AUS,M,,,,,1897,0,40,1993,
3259544,"Duvoor, Anirudh",AUS,M,,,,,1543,0,40,2010,i
3202321,"Dwyer, Daniel",AUS,M,FM,,,,2140,0,20,1977,i
3213641,"D`arcy, Michael",AUS,M,,,,,1906,0,20,1989,i
3276627,"Edelstein, Zach",AUS,M,,,,,1655,0,40,1997,
3254674,"Edmonds, Kyle",AUS,M,,,,,1629,0,40,1989,i
3216020,"Edwards, Greig",AUS,M,,,,,1657,0,20,1947,i
3214338,"Edwards, Regina",AUS,F,,,,,1677,0,20,1975,wi
3233774,"Einfeld, Stewart",AUS,M,,,,,1768,0,20,1950,i
3259994,"Eldridge, Isaac",AUS,M,,,,,1487,0,40,2014,
3274020,"Eleutherios, Thomas",AUS,M,,,,,1788,7,40,2009,
3263479,"Elkhoury, Angelo",AUS,M,,,,,1550,0,20,1997,i
3205568,"Ellis, David",AUS,M,,,,,1927,0,20,1940,i
3250385,"Ellis, Jack",AUS,M,,,,,1647,0,20,1978,i
3277011,"England, Oscar",AUS,M,,,,,1738,0,40,2010,
3259307,"England, Tom",AUS,M,,,,,1666,5,40,2006,
3281663,"Ennis-King, Rowan",AUS,M,,,,,1517,0,40,2001,
3204472,"Eriksson, Caleb",AUS,M,,,,,1721,0,20,1993,i
3207129,"Escalante, Lorenzo",AUS,M,,,,,1832,0,20,1951,i
3278859,"Escobar, David",AUS,M,,,NA,,1655,0,40,2002,
3225887,"Esmaili, Ali",AUS,M,,,,,1837,7,20,1976,
3221660,"Esposito, David",AUS,M,,,,,1745,5,20,1978,
3248054,"Evans, Matthew",AUS,M,,,,,1529,0,20,1982,i
3239276,"Extross, Eshaan",AUS,M,,,,,1754,0,40,2009,
3278468,"Eyers, Brendan",AUS,M,,,,,1440,0,40,1989,
3220532,"Fagundes, Victor",AUS,M,,,,,1762,0,40,1999,
3253864,"Fahey, Steven",AUS,M,,,,,1541,0,20,1965,i
3233740,"Faizal, Shaheel",AUS,M,,,,,1771,0,40,2008,i
3203620,"Falchoni, Mario",AUS,M,,,,,1984,6,20,1970,
3242102,"Fan, Chloe",AUS,F,WFM,WFM,,,1842,0,40,2007,w
3276457,"Fan, Xinyao",AUS,M,,,,,1489,0,40,2013,
3203034,"Farrell, Roger S",AUS,M,,,,,1999,0,20,1960,
3286142,"Farrington, Geoffrey",AUS,M,,,,,1682,7,40,2006,
3253694,"Fasakin, Olamide",AUS,M,,,,,1708,5,40,2013,
3253708,"Fasakin, Olaoluwa",AUS,M,,,,,1684,5,40,2011,
3256642,"Fazzolari, James",AUS,M,,,,,1561,0,20,1988,i
3201791,"Feldman, Vladimir",AUS,M,IM,,FT,,2056,0,20,1959,
3229785,"Feliu, Angelo",AUS,M,,,,,1534,0,20,1954,
3236960,"Fell, Tasman",AUS,M,,,,,1606,0,20,1997,i
3238253,"Feng, Angela",AUS,F,WCM,WCM,,,1705,0,40,2009,wi
3262529,"Feng, Echo",AUS,F,,,,,1471,0,40,2015,w
3245217,"Fennamore, Linden",AUS,M,,,,,1783,0,20,1994,i
24666866,"Ferozkohi, Ihsan",AUS,M,,,,,2144,0,20,1988,i
3260348,"Fichna, Vilem",AUS,M,,,,,1456,0,20,1959,i
3224562,"Fikh, Anthony",AUS,M,CM,,,,1896,0,20,2003,i
3264033,"Finlay, Ross",AUS,M,,,,,1479,0,40,1958,
3254950,"Fitzgerald, Lachlain",AUS,M,,,,,1501,0,40,2006,
3258718,"Fjastad, Sven",AUS,M,,,,,1496,0,20,1967,i
3200272,"Flatow, Alfred",AUS,M,FM,,,,2122,0,20,1937,i
3219992,"Flindall, Victor",AUS,M,,,,,1614,0,20,1936,i
3202755,"Flitney, Adrian",AUS,M,,,,,1792,0,20,1961,
3258785,"Flores, Yabra",AUS,M,,,,,1602,0,20,1998,i
3203654,"Flude, David A",AUS,M,,,,,1821,0,20,1940,i
3260097,"Fong, Kenny",AUS,M,,,,,1864,4,40,1985,
3216373,"Foo, May-Yi",AUS,F,,,,,1762,0,20,2000,wi
3213196,"Forace, Lee",AUS,M,,,,,1706,6,20,1979,
3204529,"Ford, Daniel",AUS,M,,,,,1753,0,20,1990,
3246663,"Ford, James",AUS,M,,,,,1613,0,20,1997,i
3209822,"Forster, Kevin",AUS,M,,,,,1889,0,20,1968,i
3245683,"Foster, Benjamin",AUS,M,,,,,1904,0,40,2005,i
3269329,"Foster, Eric",AUS,M,,,,,1577,0,40,2010,
3282961,"Fowler, James",AUS,M,,,NA,,1560,0,40,2005,
3267962,"Fox, Archibald",AUS,M,,,,,1729,0,40,2000,i
3240428,"Fox, Dominic",AUS,M,,,,,1629,0,20,1998,i
3265161,"Franklin, William",AUS,M,,,,,1569,0,40,2004,
3235750,"Franze, John",AUS,M,,,,,1539,0,40,1950,
3233510,"Freilich, Asher",AUS,M,,,,,1924,0,20,1980,i
3263290,"Frost, Angus",AUS,M,,,,,1453,0,40,2015,
3204634,"Frost, Peter",AUS,M,,,,,1840,0,20,1962,
3249980,"Fu, Charles",AUS,M,,,,,1695,0,40,2011,
3278883,"Fu, Ken",AUS,M,,,,,1635,0,40,1999,
3249999,"Fu, Neil",AUS,M,,,,,1694,0,40,2011,
8619638,"Fu, Yihe",AUS,M,FM,,NA,,2097,9,40,2007,
3286193,"Fuchs, Jordan",AUS,M,,,,,1509,6,40,1994,
3273423,"Fuller, Nicholas",AUS,M,,,,,1816,0,40,2009,
3259447,"Funnell, Lachlan",AUS,M,,,,,1573,0,20,1995,i
3230619,"Gabrial, Tadross",AUS,M,,,,,1509,0,20,1988,i
3272753,"Gajula, Karan",AUS,M,,,,,1444,0,40,2014,
3248682,"Galea, Patrick",AUS,M,,,,,1908,0,20,2002,
3212580,"Gamage, Thumula",AUS,M,,,DI,,1731,0,20,1999,i
3201406,"Gan, Zhong Haong",AUS,M,,,,,1872,0,20,1993,i
3225046,"Gandhi, Bhavjyot",AUS,M,,,,,1596,0,20,2004,i
3240444,"Gao, Arthur",AUS,M,CM,,,,1813,0,40,2012,
3220931,"Gao, Daniel",AUS,M,,,,,1761,0,20,2004,i
3230120,"Gao, Daniel Danning",AUS,M,,,,,1647,0,40,2007,i
3230139,"Gao, James Lequan",AUS,M,,,,,1725,0,40,2009,i
3235173,"Gao, Oscar",AUS,M,,,,AFM,1872,0,40,2009,i
3254127,"Gao, Ricky",AUS,M,,,,,1645,0,40,2013,
3238598,"Gao, Terry",AUS,M,,,,,1600,0,40,2010,i
311111900,"Garcia Osorio, Mauro",AUS,M,,,,,1595,0,40,1987,
3247830,"Garcia, Dylan",AUS,M,,,,,1799,0,20,1989,i
3251519,"Garcia, Marjet",AUS,M,,,,,1552,0,20,2004,i
3254135,"Garden, Zachary",AUS,M,,,,,1650,0,40,2002,i
3269523,"Garner, Christopher",AUS,M,,,,,1549,0,40,1991,
3210995,"Garner, Stephen J",AUS,M,,,,,1743,0,20,1957,i
3249204,"Gatward, Tom",AUS,M,,,,,1519,0,20,1994,i
3252515,"Gatzen-O`keefe, Thomas",AUS,M,,,,,2020,7,20,2006,
3227308,"Ge, Eva",AUS,F,,,,,1729,0,20,2003,wi
3270432,"Gear, Isaac",AUS,M,,,,,1545,0,40,2001,i
3261905,"Gear, Jonah",AUS,M,,,,,1871,0,20,2003,
3271889,"Gebert, Daniel",AUS,M,,,,,1587,0,40,1991,i
3262324,"Gemenis, Jason",AUS,M,,,,,1507,0,20,1968,
3222748,"George, Sandeep",AUS,M,,,,,1807,0,20,1985,i
3242110,"Gerald, Anton Dario",AUS,M,,,,,1417,0,40,2009,
3214508,"Gerges, Fady",AUS,M,,,,,1900,0,20,1978,i
3257649,"Geronimo, Gabriel",AUS,M,,,,,1503,0,20,2001,i
3275078,"Gerrard, Michael",AUS,M,,,,,1889,0,40,1998,
3213234,"Ghafouri, Khosrou",AUS,M,,,,,1648,0,20,1957,i
3201899,"Ghayoori, Pezhman",AUS,M,,,,,1806,0,20,1972,i
3216152,"Ghodosi, Hossein",AUS,M,,,,,1789,0,40,1948,
3235769,"Gibson, Bernard",AUS,M,,,,,1513,0,40,1944,
3246426,"Gibson, Jacob",AUS,M,,,,,1849,0,20,2004,
3209008,"Gibson, Kyle",AUS,M,,,,,1863,0,20,1997,i
3269078,"Gill, Jacob",AUS,M,,,,ACM,1579,0,40,2007,
3226263,"Ginovic, Aleksy",AUS,M,,,,,1749,0,20,2002,i
4225996,"Giouvantsioudis, Konstantinos",AUS,M,,,,,1850,0,20,1967,i
3208788,"Glissan, Paul",AUS,M,,,,,1872,0,20,1947,i
3275655,"Godinho, Isaac",AUS,M,,,,,1561,6,40,2014,
25105035,"Goel, Vayum",AUS,M,,,,,1718,0,40,2011,i
3222900,"Goh, Bill",AUS,M,,,,,1845,0,20,2001,i
3255697,"Gois, Jordan",AUS,M,,,,,1668,0,20,2000,i
3282783,"Golan, Bhupinder Pal Singh",AUS,M,,,,,1453,0,40,1985,
3201970,"Goldenberg, Igor",AUS,M,IM,,,,2342,0,20,1969,i
3223132,"Goldsmith, Allan",AUS,M,,,,,1638,0,20,1954,i
3274292,"Goldstein, Daniel",AUS,M,,,,,1638,0,40,1982,
3266192,"Gong, Leo",AUS,M,,,,,1887,0,40,2012,
3258726,"Gong, Leo",AUS,M,,,,,1642,0,40,2014,
3236021,"Gong, Noah",AUS,M,,,,,1965,0,20,2002,i
3222500,"Gong, Patrick",AUS,M,IM,,NA,,2325,8,20,1999,
3246922,"Goodarzi, Rob",AUS,M,,,,,1504,0,20,1976,i
3233235,"Goodison, Justin",AUS,M,,,,,1656,0,40,2008,i
3233243,"Goodison, Leonard",AUS,M,,,,,1600,0,40,2007,i
3262189,"Gorantla, Karunya",AUS,M,,,,,1542,0,40,2011,
3262197,"Gorantla, Krithika",AUS,F,,,,,1498,0,40,2013,w
3277879,"Gordon, Ben",AUS,M,,,,,1691,0,40,2009,
3280900,"Gough, Benjamin",AUS,M,,,,,1621,4,40,1996,
3243176,"Gough, Dylan",AUS,M,,,NA,,1731,5,20,1976,
3250393,"Gough, James",AUS,M,,,,,1774,0,20,1992,i
3252078,"Gough, Sebastian",AUS,M,,,,,1563,0,40,2009,
3217906,"Grabovac, Marko",AUS,M,,,,,1900,0,20,1997,i
3267199,"Graham, Zachary",AUS,M,,,,,1563,0,40,2006,i
3208800,"Gram, Otto",AUS,M,,,,,1467,0,20,1930,i
3243338,"Gratchev, Ekaterina",AUS,F,WCM,WCM,,,1716,0,40,2006,w
3240967,"Gratchev, Elizaveta",AUS,F,,,,,1616,0,40,2009,w
3209202,"Gray, Callum James",AUS,M,,,,,1813,0,20,1999,
3254682,"Gray, Jason",AUS,M,,,,,1671,0,20,1982,i
3207919,"Grcic, Milan",AUS,M,,,,,1820,0,20,1947,
3249808,"Grech, Andrew",AUS,M,,,,,1461,0,20,1986,
3242706,"Grech, David",AUS,M,,,,,1543,0,20,1987,i
3217450,"Grech, Marc",AUS,M,,,,,1675,0,20,2003,i
3269531,"Greenfield, David",AUS,M,,,,,1498,0,40,1974,i
3264432,"Greenslade, Dean",AUS,M,,,,,1655,0,40,1995,
3205460,"Greenwood, Norman",AUS,M,,,,,1650,0,20,1932,i
3258076,"Grieve, Mark",AUS,M,,,,,1698,0,20,1971,i
3230481,"Griffiths, Nye",AUS,M,,,,,1895,0,20,1982,i
3206360,"Grigg, Samuel",AUS,M,,,,,1965,0,20,1993,i
3253740,"Gu, Alex",AUS,M,,,,,1612,0,40,2005,i
3263487,"Gu, Ryan",AUS,M,,,,,1498,4,40,1994,
3212181,"Gu, Stephanie",AUS,F,,,,,1738,0,20,1999,wi
3256065,"Guan, Isabella",AUS,F,,,,,1559,0,40,2011,w
3269485,"Guha, Shanaya",AUS,F,,,,,1410,0,40,2015,w
3262545,"Guieb, Mark",AUS,M,,,,,1701,0,20,2002,i
3272036,"Guiney, Wayne Bertram",AUS,M,,,,,1490,0,40,1946,
3266273,"Guley, Jed",AUS,M,,,,,1513,0,40,1987,i
3241670,"Gulley, Trent",AUS,M,,,,,1849,0,20,1997,
3283410,"Gunaratne, Maleesha",AUS,M,,,,,1481,0,40,2001,
3275892,"Gunawan, Hans",AUS,M,,,,,1699,0,40,1996,
3210472,"Gungordu, Ismet",AUS,M,,,,,1786,0,20,1953,i
3241963,"Guo, David",AUS,M,,,,,1738,0,40,2006,i
3200795,"Guo, Emma",AUS,F,WIM,WIM,,,2078,0,20,1995,wi
3212556,"Guo, Jamie-Lee",AUS,M,,,,,1850,0,20,2000,i
3253503,"Guo, Leo",AUS,M,,,,,1712,0,40,2005,i
3216381,"Guo, Zhi Lin",AUS,F,WFM,WFM,,,1860,0,20,1999,wi
3219127,"Guo, Zhi Xin",AUS,M,,,,,1746,0,20,2002,i
3270629,"Gupta, Aadyah",AUS,M,,,,,1499,0,40,2014,
3243184,"Gupta, Aarnav",AUS,M,,,,,1702,0,40,2008,i
3243192,"Gupta, Anoushka",AUS,F,,,,,1593,0,40,2008,wi
3284662,"Gupta, Arpit",AUS,M,,,,,1630,0,40,1990,
3230791,"Gusain, Daniel",AUS,M,,,,,1927,0,20,2004,i
3239888,"Guse, Jerzy",AUS,M,,,,,1836,0,20,1990,i
3247082,"Guzairov, Dariy",AUS,M,,,,,1405,0,20,2003,i
3280268,"Ha, Aeson",AUS,M,,,,,1574,0,40,2013,
3256081,"Ha, Alexander",AUS,M,,,,,1565,0,40,2011,
3255808,"Ha, Oliver",AUS,M,,,,,1507,0,40,2014,
3200175,"Hacche, David J",AUS,M,FM,,,,2072,0,20,1955,i
3248313,"Hadikusumo, Elijah",AUS,M,,,,,1474,0,40,2011,
3214419,"Hain, Anthony",AUS,M,CM,,,,1941,0,20,1991,i
3277887,"Haines, Kym",AUS,M,,,,,1793,0,40,1954,
3247651,"Halabe, Adam",AUS,M,,,,,1587,0,40,2012,i
3200426,"Halpin, Patrick",AUS,M,,,,,2043,0,20,1953,i
3264360,"Hamilton, Aden",AUS,M,,,,,1476,0,40,2003,i
3222705,"Hamilton, Don",AUS,M,,,,,1641,0,20,1959,
3200191,"Hamilton, Douglas G",AUS,M,FM,,,,2062,0,20,1941,i
311104754,"Hamilton, Kevin",AUS,M,,,,,1579,0,40,2004,
311214907,"Hams, Jeffrey",AUS,M,,,NA,AIM,1866,0,20,1957,
3258335,"Han, Lucas",AUS,M,,,,,1498,0,40,2011,i
3236986,"Han, Raymond",AUS,M,,,,,1962,0,20,1998,
3263770,"Hanrahan, Tim",AUS,M,,,,,1531,0,40,1998,
3255298,"Hansen, Niels",AUS,M,,,,,1719,0,20,1978,i
3255085,"Hansen, Samuel",AUS,M,,,NA,,1694,0,40,2006,
3225291,"Haputhanthri, Ashali",AUS,F,,,,,1591,0,20,2004,wi
3225054,"Haputhanthri, Milan",AUS,M,,,,,1557,0,40,2005,i
3230970,"Harb, Jacob",AUS,M,,,,,1789,0,20,2002,i
3226778,"Hardegen, Kathryn",AUS,F,WFM,WFM,,,1893,7,20,1983,w
3255360,"Hari, Dhruv",AUS,M,,,,,1606,0,40,2011,
3245691,"Harirajesh, Barath",AUS,M,,,,,1756,6,40,2009,
3202704,"Harp, Joel",AUS,M,,,,,2019,0,20,1953,i
3258793,"Harrigan, Nicholas",AUS,M,,,,,1590,0,20,1975,i
3205509,"Harris, Bruce",AUS,M,,,,,1723,0,20,1951,i
3258505,"Harris, Eamon",AUS,M,,,,,1799,7,40,2011,
3244075,"Hart, Luka",AUS,M,,,,,1606,0,40,2011,
3247171,"Hartley, James",AUS,M,CM,,,,1877,0,20,2006,
3238776,"Hartley, Matthew",AUS,M,,,,,1619,0,20,1983,i
3240843,"Harvey, David",AUS,M,,,,,1659,0,20,1979,i
3240851,"Harvey, Zachary",AUS,M,,,,,1707,0,40,2009,i
3233723,"Haskin, Ben",AUS,M,,,,,1563,0,20,1973,
3223590,"Hathiramani, Athena",AUS,F,,,,,1710,0,20,2004,wi
3215474,"Hathiramani, Dillon",AUS,M,,,,,1956,0,20,2001,i
3267970,"Hatton, Liam",AUS,M,,,,,1624,0,40,2003,i
3235556,"Hawkins, Julia",AUS,F,,,,,1431,0,40,2006,wi
3235564,"Hawkins, Sean",AUS,M,,,,,1825,0,40,2008,i
3247325,"Hayward, Nicholas",AUS,M,,,,,1522,0,20,2004,i
3250024,"Hazell, William",AUS,M,,,,,1647,0,20,1999,i
3246132,"He, Andrew",AUS,M,,,,,1579,0,40,2012,
3245357,"He, Angela",AUS,F,,,,,1581,0,40,2006,wi
3280918,"He, David",AUS,M,,,,,1697,0,40,2002,
3242404,"He, Junjie",AUS,M,,,,,1429,0,40,2006,i
3265021,"He, Nathan",AUS,M,,,,,1813,0,40,2013,
3272427,"Healey, Axel",AUS,M,,,,,1700,0,40,2004,
3257975,"Heath, Charlie",AUS,M,,,,,1465,0,20,2003,
3274411,"Heazlett, John",AUS,M,,,,,1488,0,40,1951,
3266281,"Hegde, Lohit",AUS,M,,,,,1724,0,20,1981,
3265471,"Hegde, Sanat",AUS,M,,,,,1607,5,40,2017,
45050082,Hemanth Gajula,AUS,M,,,NA,,1579,0,40,1986,
3240886,"Hemsley, Steven E",AUS,M,,,,,1722,6,20,1956,
3209016,"Hendrey, Thomas",AUS,M,,,,,1884,0,20,1989,i
3243214,"Hernandez Mendez, Iker",AUS,M,,,,,1788,0,40,2009,i
3216624,"Hernandez, Walter",AUS,M,,,,,1749,0,20,1952,i
3220010,"Herreros, Bill",AUS,M,,,,,1609,0,20,1955,
3243672,"Hickman, Joe",AUS,M,,,,,1577,0,20,1992,i
3233073,"Hii, Ryan",AUS,M,,,,,1615,0,40,2008,i
3268845,"Hill, James",AUS,M,,,,,1637,0,20,2002,
3228177,"Hintz, Steven",AUS,M,,,,,1614,0,20,1984,i
3261182,"Hird, Jasper",AUS,M,,,,,1710,0,40,2007,i
3243680,"Hmura, Ivan",AUS,M,,,,,1568,0,20,1994,i
3226000,"Ho, Lachlan",AUS,M,,,,,1852,0,20,2005,
3265480,"Ho, Minh Son",AUS,M,,,,,1434,0,40,2015,
3228568,"Ho, Oscar",AUS,M,,,,,1471,0,40,2008,i
3249018,"Hofman, Herman",AUS,M,,,,,1658,0,20,1958,i
311105340,"Hogben, Tim",AUS,M,,,,ACM,1591,0,40,1982,i
3245365,"Hoi, Marcus",AUS,M,,,,,1650,0,20,1995,i
3206491,"Holland, Dennis",AUS,M,,,,,1888,0,20,1986,
3225569,"Holt, Stuart",AUS,M,,,,,1776,0,20,1979,
3223922,"Hondrokostas, Kon",AUS,M,,,,,1576,0,20,1971,i
3248330,"Hong, James",AUS,M,,,,,1569,0,20,2003,i
3249476,"Hong, Liang",AUS,M,,,,,1601,0,20,1971,
3247660,"Hong, Wilbur",AUS,M,,,,,1861,0,40,2012,
3219143,"Hong, Xavier",AUS,M,,,,,1813,0,40,2007,
3269930,"Hopkins, Brodie",AUS,M,,,,,1732,0,20,2000,
3251446,"Horikawa, Keisuke",AUS,M,,,,,1486,0,20,1969,
3243931,"Horikawa, Masaki",AUS,M,,,,,1834,0,40,2010,
3249484,"Horikawa, Tomoki",AUS,M,,,,,1470,0,40,2012,
3224953,"Hosking, Ian",AUS,M,,,,,1780,0,20,1963,
3226662,"Hosseini, Mostafa",AUS,M,,,,,1843,0,20,1999,i
3232646,"Hou, Kevin",AUS,M,,,,,1641,0,40,2007,i
3239314,"Hou, Romeo",AUS,M,,,,,1425,0,40,2008,i
