fideid,name,country,sex,title,w_title,o_title,foa_title,rating,games,k,birthday,flag
3201791,"Feldman, Vladimir",AUS,M,IM,,FT,,2062,4,20,1959,
3229785,"Feliu, Angelo",AUS,M,,,,,1500,2,20,1954,
3238253,"Feng, Angela",AUS,F,WCM,WCM,,,1716,0,40,2009,w
3274454,"Feng, Boxiang",AUS,M,,,,,1688,0,40,1981,
3262529,"Feng, Echo",AUS,F,,,,,1435,0,40,2015,wi
3207544,"Feng, Thomas",AUS,M,,,,,1934,0,20,1995,i
3237591,"Feng, Tim",AUS,M,,,,,1701,0,40,1963,i
3245217,"Fennamore, Linden",AUS,M,,,,,1773,0,20,1994,
3243370,"Fenton, Oliver",AUS,M,,,,,1647,0,40,2007,i
3247317,"Fenton-Lee, Robert",AUS,M,,,,,1688,0,40,1999,
3214770,"Fereday, A (tony)",AUS,M,,,,,1662,0,40,1960,i
3214567,"Fernandez, Nick",AUS,M,,,,,1629,0,40,1982,
24666866,"Ferozkohi, Ihsan",AUS,M,,,,,2133,0,20,1988,
3200140,"Ferris, David",AUS,M,FM,,,,2325,0,20,1960,i
3204243,"Ferris, Shaun",AUS,M,,,,,1990,0,20,1987,i
3255069,"Ferry, Seth",AUS,M,,,,,1752,0,40,2003,i
3260348,"Fichna, Vilem",AUS,M,,,,,1601,3,40,1959,
3224562,"Fikh, Anthony",AUS,M,CM,,,,1912,4,20,2003,
3275159,"Fikry, Moustafa",AUS,M,,,,,1456,0,40,1955,
3205495,"Finke, Kelvin",AUS,M,,,,,1923,0,20,1994,
3264033,"Finlay, Ross",AUS,M,,,,,1486,0,40,1958,
3266915,"Fisher, Todd",AUS,M,,,,,1509,7,20,1989,
3254950,"Fitzgerald, Lachlain",AUS,M,,,,,1544,0,20,2006,
3234690,"Fitzmaurice, Dylan",AUS,M,,,,,1571,0,40,1995,i
3206734,"Fitzpatrick, Andrew",AUS,M,,,FI,,1999,0,20,1984,i
3257568,"FitzRoy, Herschel",AUS,M,,,,,1660,0,40,2005,
3238423,"Flanagan, Liam",AUS,M,,,,,1579,0,40,2008,i
3200272,"Flatow, Alfred",AUS,M,FM,,,,2105,0,20,1937,i
3226530,"Fletcher, Andrew",AUS,M,,,,,1855,0,20,1969,
3217442,"Fletcher, Bruce",AUS,M,,,,,1429,0,40,1937,i
3217868,"Flexmore, Joe",AUS,M,,,,,1644,0,40,2000,i
3219992,"Flindall, Victor",AUS,M,,,,,1560,0,40,1936,i
3202755,"Flitney, Adrian",AUS,M,,,,,1946,0,20,1961,
3258785,"Flores, Yabra",AUS,M,,,,,1673,0,40,1998,
3256529,"Florio, Joseph",AUS,M,,,,,1741,0,40,2005,i
3203654,"Flude, David A",AUS,M,,,,,1639,2,20,1940,
3260097,"Fong, Kenny",AUS,M,,,,,1859,0,20,1985,
3233375,"Fong, Kim",AUS,M,,,,,1652,0,40,1959,i
3219100,"Foo, Chris",AUS,M,,,,,1591,0,40,2002,i
3216373,"Foo, May-Yi",AUS,F,,,,,1747,0,40,2000,wi
3213196,"Forace, Lee",AUS,M,,,,,1649,3,20,1979,
3204529,"Ford, Daniel",AUS,M,,,,,1744,4,20,1990,
3246663,"Ford, James",AUS,M,,,,,1653,0,40,1997,i
3274101,"Ford, John",AUS,M,,,,,1529,0,40,1950,
3221733,"Forrest, Graham",AUS,M,,,,,1530,0,40,1966,i
3230465,"Forrest, Stephen R",AUS,M,,,,,1748,0,20,1978,i
3240410,"Forrester, Max",AUS,M,,,,,1506,0,40,1998,i
3209822,"Forster, Kevin",AUS,M,,,,,1854,0,20,1968,i
3257134,"Forsyth, Kyle",AUS,M,,,,,1691,0,40,1990,i
3236854,"Fossey, Allan",AUS,M,,,,,1730,0,40,1947,
3257819,"Foster, Allan",AUS,M,,,,,1510,0,40,1988,i
3269329,"Foster, Eric",AUS,M,,,,,1625,0,40,2010,
3240428,"Fox, Dominic",AUS,M,,,,,1624,0,40,1998,i
3206530,"Frame, Nigel",AUS,M,,,,,1830,0,40,1969,i
3228924,"France, George",AUS,M,,,,,1666,0,40,1969,i
3226336,"Franes, Connor",AUS,M,,,,,1562,3,40,2002,
3228142,"Frankland, David M",AUS,M,,,,,1508,3,20,1951,
3216640,"Frantzeskos, Robert",AUS,M,,,,,1707,0,20,1988,i
3235750,"Franze, John",AUS,M,,,,,1461,2,20,1950,
3225720,"Fraser, Lee",AUS,F,,,,,1493,0,40,1958,w
3214397,"Frayle, Ben",AUS,M,,,,,1629,0,20,1973,i
3233510,"Freilich, Asher",AUS,M,,,,,1937,0,40,1980,i
3264041,"Frost, Patrick",AUS,M,,,,,1475,0,40,2009,
3204634,"Frost, Peter",AUS,M,,,,,1744,0,20,1962,
3204642,"Fry, Peter",AUS,M,,,,,1674,2,20,1951,
3269280,"Fu, Andy",AUS,M,,,,,1761,0,40,2011,i
3249980,"Fu, Charles",AUS,M,,,,,1737,0,40,2011,
3278883,"Fu, Ken",AUS,M,,,,,1665,0,20,1999,
3249999,"Fu, Neil",AUS,M,,,,,1839,0,40,2011,
8619638,"Fu, Yihe",AUS,M,FM,,NA,,2123,0,40,2007,
3276309,"Fuller, Jack",AUS,M,,,,,1671,0,40,1999,
3285413,"Furlong, Jed",AUS,M,,,,,1575,0,40,2001,
3266656,"Furlong, Jordan",AUS,M,,,,,1740,0,40,1996,
3208524,"Furst, Andrew",AUS,M,,,,,2058,0,20,1958,i
3230619,"Gabrial, Tadross",AUS,M,,,,,1500,0,40,1988,i
3228150,"Gale, Brian",AUS,M,,,,,1744,0,20,1945,i
3256537,"Galea, Jake",AUS,M,,,,,1646,0,40,1992,i
3248682,"Galea, Patrick",AUS,M,,,,,1876,0,20,2002,
3236250,"Galia, Aaryan",AUS,M,,,,,1629,0,40,2007,i
3264530,"Galsim, Norman",AUS,M,,,,,1504,0,40,1978,i
3212580,"Gamage, Thumula",AUS,M,,,DI,,1721,0,20,1999,i
3285820,"Gan, Alvis",AUS,M,,,,,1523,0,40,2012,
3201406,"Gan, Zhong Haong",AUS,M,,,,,1894,0,40,1993,i
3270068,"Gandharva, Rahul",AUS,M,,,,,1542,0,40,2000,
3225046,"Gandhi, Bhavjyot",AUS,M,,,,,1656,0,20,2004,i
3280039,"Gandhi, Ishaan",AUS,M,,,,,1527,0,40,2013,
3239985,"Gandhi, Vrishin",AUS,M,,,,,1588,0,40,2005,i
3232905,"Ganke, Eugene",AUS,M,,,,,1485,0,40,1977,i
3240444,"Gao, Arthur",AUS,M,CM,,,,1975,0,40,2012,
3256715,"Gao, Bill",AUS,M,,,,,1510,0,40,1981,i
3230120,"Gao, Daniel Danning",AUS,M,,,,,1707,0,40,2007,i
3230139,"Gao, James Lequan",AUS,M,,,,,1777,0,40,2009,i
3235173,"Gao, Oscar",AUS,M,,,,AFM,1967,0,40,2009,
3254127,"Gao, Ricky",AUS,M,,,,,1667,0,40,2013,
3238598,"Gao, Terry",AUS,M,,,,,1781,0,40,2010,
3236978,"Gao, Xing",AUS,M,,,,,1779,0,40,2004,i
3233782,"Garang, Kuol Awan",AUS,M,,,,,1668,0,20,1991,
3234029,"Garber, Gabriel",AUS,M,,,,,1536,0,40,2006,i
3251519,"Garcia, Marjet",AUS,M,,,,,1626,0,40,2004,i
3240096,"Garcia, Sean",AUS,M,,,,,1466,0,20,1973,
3206971,"Garcia-Blanco, Miguel",AUS,M,,,,,1973,0,40,1978,i
3254135,"Garden, Zachary",AUS,M,,,,,1924,0,20,2002,
3272761,"Gardner, David",AUS,M,,,,,1463,0,40,1984,i
3269523,"Garner, Christopher",AUS,M,,,,,1446,0,40,1991,
3210995,"Garner, Stephen J",AUS,M,,,,,1821,4,20,1957,
3274675,"Gaskell, Olly",AUS,M,,,,,1596,0,40,2003,
3252515,"Gatzen-O`keefe, Thomas",AUS,M,,,,,1827,0,20,2006,
3213218,"Gawin, Sebastian",AUS,M,,,,,1706,0,40,1995,i
3227308,"Ge, Eva",AUS,F,,,,,1770,0,20,2003,wi
3261905,"Gear, Jonah",AUS,M,,,,,1741,0,20,2003,
3207900,"Gearing, Michael",AUS,M,,,,,1921,0,40,1990,i
3271889,"Gebert, Daniel",AUS,M,,,,,1532,0,40,1991,
3200078,"Gedevanishvili, Dmitry",AUS,M,FM,,,,2380,0,10,1952,i
3262324,"Gemenis, Jason",AUS,M,,,,,1517,2,20,1968,
3247163,"Gentil, Lucien Rae",AUS,M,,,,,1758,0,40,2001,
3222748,"George, Sandeep",AUS,M,,,,,1773,0,20,1985,i
3271803,"George, Taylor",AUS,F,,,,,1521,0,40,2000,wi
3258173,"Georgitsis, Xavier",AUS,M,,,,,1622,0,20,2003,
3214508,"Gerges, Fady",AUS,M,,,,,1916,0,20,1978,
3230627,"Gergis, Steven",AUS,M,,,,,1637,2,40,1985,
3271471,"Geyman, Liam",AUS,M,,,,,1464,0,40,2013,
3213234,"Ghafouri, Khosrou",AUS,M,,,,,1711,0,40,1957,i
3238555,"Ghai, Aditya",AUS,M,,,,,1591,0,40,2005,i
3201899,"Ghayoori, Pezhman",AUS,M,,,,,1811,0,20,1972,i
3202470,"Ghenzer, Charles",AUS,M,,,,,2115,0,20,1938,i
3204707,"Ghobrial, Adel",AUS,M,,,,,1827,0,20,,i
3216152,"Ghodosi, Hossein",AUS,M,,,,,1723,5,20,1948,
3226310,"Ghumman, Shumsheer",AUS,M,,,,,1864,0,20,1978,i
3275639,"Giani, Leonardo",AUS,M,,,,,1452,0,40,1990,
3223566,"Gianquitto, Benjamin",AUS,M,,,,,1670,0,20,2001,i
3248607,"Gibbons, Timothy",AUS,M,,,,,1660,0,40,2005,i
3235769,"Gibson, Bernard",AUS,M,,,,,1566,2,20,1944,
3246426,"Gibson, Jacob",AUS,M,,,,,1869,3,20,2004,
3209008,"Gibson, Kyle",AUS,M,,,,,1963,0,20,1997,
2200341,"Gil Capape, Javier",AUS,M,IM,,,,2444,0,10,1967,i
3221148,"Gillard, Jason",AUS,M,,,,AFM,1622,0,40,1974,
3213080,"Gilmetdinov, Edik",AUS,M,,,,,1895,0,20,1989,i
3228479,"Gilpin, Matthew",AUS,M,,,,,1683,0,40,1986,
3226263,"Ginovic, Aleksy",AUS,M,,,,,1809,0,20,2002,i
4225996,"Giouvantsioudis, Konstantinos",AUS,M,,,,,1891,0,20,1967,i
3254461,"Giraldo Avila, Juan Felipe",AUS,M,,,,,1698,0,40,1989,i
3216187,"Girgin, Baris",AUS,M,,,,,1738,0,20,1997,i
3216195,"Girgin, Ege",AUS,M,,,,,1945,0,20,1999,i
3225283,"Girgin, Ibrahim",AUS,M,,,,,1618,0,20,1956,i
3244059,"Giufre, Jack",AUS,M,,,,,1632,0,40,2004,i
3227677,"Gleeson, David",AUS,M,,,,,1768,0,40,1984,i
3208788,"Glissan, Paul",AUS,M,,,,,1787,1,20,1947,
3283003,"Glukhikh, Evgeny",AUS,M,,,,,1427,0,40,1951,
3201600,"Gluvchinsky, Paul",AUS,M,,,,,1828,0,20,1944,i
3201783,"Gluzman, Mikhail",AUS,M,IM,,,,2403,0,10,1967,i
3215210,"Gluzman, Sam",AUS,M,,,,,1851,0,20,1998,i
3275655,"Godinho, Isaac",AUS,M,,,,,1558,0,40,2014,
3230732,"Godkin, Thomas",AUS,M,,,,,1567,0,40,1950,i
25105035,"Goel, Vayum",AUS,M,,,,,1693,0,40,2011,
3255697,"Gois, Jordan",AUS,M,,,,,1706,0,40,2000,i
3201970,"Goldenberg, Igor",AUS,M,IM,,,,2333,0,10,1969,
3200647,"Goldsmith, Alan D",AUS,M,,,,,1970,0,20,1952,
3223132,"Goldsmith, Allan",AUS,M,,,,,1582,0,40,1954,i
3238130,"Goldsmith, Colin",AUS,M,,,,,1656,0,40,1977,i
3274284,"Goldstein, Clio",AUS,F,,,,,1451,3,40,2016,w
3274292,"Goldstein, Daniel",AUS,M,,,,,1640,2,40,1982,
3251799,"Golla, Ravi",AUS,M,,,,,1616,0,40,1974,i
3268098,"Gondo, Alex",AUS,M,,,,,1792,0,40,2008,
3234703,"Gong, Anderson",AUS,M,,,,,1693,0,20,2006,i
3266192,"Gong, Leo",AUS,M,,,,,1778,0,40,2012,
3258726,"Gong, Leo",AUS,M,,,,,1578,0,40,2014,
3236021,"Gong, Noah",AUS,M,,,,,1995,0,20,2002,i
3222500,"Gong, Patrick",AUS,M,IM,,NA,,2299,0,20,1999,
3217884,"Gooch, Aryn",AUS,F,,,,,1613,0,20,2001,wi
3217892,"Gooch, Heath",AUS,M,,,,,1872,0,20,2001,i
3233235,"Goodison, Justin",AUS,M,,,,,1644,0,40,2008,
3233243,"Goodison, Leonard",AUS,M,,,,,1656,0,40,2007,i
3259048,"Gopalan, Pradyun",AUS,M,,,,,1588,0,40,2013,
3262189,"Gorantla, Karunya",AUS,M,,,,,1606,6,40,2011,
3277879,"Gordon, Ben",AUS,M,,,,,1768,0,40,2009,
3203336,"Goris, Robert",AUS,M,,,,,2214,0,20,1971,i
3243176,"Gough, Dylan",AUS,M,,,NA,,1738,4,20,1976,
3250393,"Gough, James",AUS,M,,,,,1673,3,40,1992,
3252078,"Gough, Sebastian",AUS,M,,,,,1481,3,40,2009,
3282155,"Gourlas, Dimitrios",AUS,M,,,,,1479,0,40,2014,
3217906,"Grabovac, Marko",AUS,M,,,,,1771,0,20,1997,i
3267199,"Graham, Zachary",AUS,M,,,,,1638,0,40,2006,
3208800,"Gram, Otto",AUS,M,,,,,1449,0,20,1930,
3243338,"Gratchev, Ekaterina",AUS,F,WCM,WCM,,,1849,0,20,2006,w
3240967,"Gratchev, Elizaveta",AUS,F,,,,,1775,0,40,2009,w
3206327,"Gray, Alan",AUS,M,,,,,1495,0,20,1944,i
3209202,"Gray, Callum James",AUS,M,,,,,1913,0,40,1999,
3232557,"Gray, David Peter H",AUS,M,,,,,1914,0,40,1983,i
3254682,"Gray, Jason",AUS,M,,,,,1630,0,40,1982,i
3207919,"Grcic, Milan",AUS,M,,,,,1785,4,20,1947,
3242706,"Grech, David",AUS,M,,,,,1588,0,40,1987,i
3264432,"Greenslade, Dean",AUS,M,,,,,1749,3,20,1995,
3205460,"Greenwood, Norman",AUS,M,,,,,1598,0,20,1932,i
3226620,"Gregoric, Peter",AUS,M,,,,,1891,0,40,1999,i
3248062,"Griffiths, Alexander",AUS,M,,,,,1411,0,40,1996,i
3269949,"Griffiths, Rhys",AUS,M,,,,,1599,0,40,1990,
3206360,"Grigg, Samuel",AUS,M,,,,,1930,0,20,1993,
3211312,"Griggs, James",AUS,M,,,,,1883,0,40,1992,i
3218287,"Grinyer, Peter",AUS,M,,,,,1952,0,20,1965,i
3229807,"Grinyer, Wayne",AUS,M,,,,,1711,0,40,1970,i
3253740,"Gu, Alex",AUS,M,,,,,1642,0,40,2005,i
3226611,"Gu, Dennis",AUS,M,,,,,1606,0,20,2002,i
3263487,"Gu, Ryan",AUS,M,,,,,1544,0,40,1994,
3209210,"Gu, Sean",AUS,M,,,,,1884,0,20,1999,i
3216039,"Gu, Shirley",AUS,F,,,,,1824,0,20,1997,wi
3212181,"Gu, Stephanie",AUS,F,,,,,1719,0,40,1999,wi
3227634,"Gu, Theresa",AUS,F,,,,,1733,0,40,2000,wi
3256065,"Guan, Isabella",AUS,F,,,,,1758,0,40,2011,w
3285340,"Guan, Kangran",AUS,M,,,,,1463,0,40,2013,
3252663,"Guan, Tony",AUS,M,,,,AGM,1542,0,40,2006,i
3269485,"Guha, Shanaya",AUS,F,,,,,1550,1,40,2015,w
3270416,"Gui, Yiting",AUS,F,,,NA,,1746,0,20,2000,w
3262545,"Guieb, Mark",AUS,M,,,,,1499,0,40,2002,i
3274748,"Guilevitch, Boris",AUS,M,,,,,1666,4,40,1937,
3241670,"Gulley, Trent",AUS,M,,,,,1890,4,20,1997,
3222365,"Gunawan, Hadi",AUS,M,,,,,1858,0,20,1959,i
3239101,"Gunawan, Marco",AUS,M,,,,,1696,0,20,2004,
3239110,"Gunawan, Tjermin",AUS,M,,,,,1728,0,20,1969,
3210472,"Gungordu, Ismet",AUS,M,,,,,1781,0,20,1953,i
3233251,"Gunstone, Ben",AUS,M,,,,,1430,0,40,2007,i
3229181,"Gunstone, Jack",AUS,M,,,,,1545,0,20,2004,i
3233260,"Gunstone, Liam",AUS,M,,,,,1504,0,40,2007,i
3262790,"Guo, Audrey",AUS,F,,,,,1511,2,40,2011,w
3285359,"Guo, Carlos",AUS,M,,,,,1416,0,40,2014,
3241963,"Guo, David",AUS,M,,,,,1878,0,20,2006,i
3200795,"Guo, Emma",AUS,F,WIM,WIM,,,2038,0,20,1995,wi
3212556,"Guo, Jamie-Lee",AUS,M,,,,,1842,0,20,2000,i
3253503,"Guo, Leo",AUS,M,,,,,1774,0,20,2005,
3216381,"Guo, Zhi Lin",AUS,F,WFM,WFM,,,1925,0,20,1999,wi
3219127,"Guo, Zhi Xin",AUS,M,,,,,1785,0,20,2002,i
3204812,"Guo-Yuthok, Sherab",AUS,M,,,,,1993,0,20,1990,i
3270629,"Gupta, Aadyah",AUS,M,,,,,1538,0,40,2014,
3243184,"Gupta, Aarnav",AUS,M,,,,,1688,0,40,2008,i
3243192,"Gupta, Anoushka",AUS,F,,,,,1613,0,40,2008,wi
3206335,"Gurevich, Andrew",AUS,M,,,,,1864,0,40,1997,i
3235718,"Gurevich, Benjamin",AUS,M,,,,,1461,0,40,2003,i
3264068,"Gurkan, Ahmet",AUS,M,,,,,1425,0,40,1948,i
3227685,"Gurkan, Mehmet",AUS,M,,,,,1581,0,40,1986,i
3217922,"Gurunathan, Karthik",AUS,M,,,,,1730,0,40,1999,
3230791,"Gusain, Daniel",AUS,M,,,,,1950,0,20,2004,i
3239888,"Guse, Jerzy",AUS,M,,,,,1858,0,40,1990,i
3203158,"Guthrie, Aaron",AUS,M,FM,,,,2140,0,20,1982,i
3280268,"Ha, Aeson",AUS,M,,,,,1493,3,40,2013,
3272885,"Haarsma, Andrew",AUS,M,,,,,1720,0,40,1985,
3204057,"Haasse, Adam",AUS,M,,,,AFM,2064,0,20,1972,i
3256545,"Haberecht, Paul",AUS,M,,,,,1686,0,20,1983,
3200175,"Hacche, David J",AUS,M,FM,,,,1930,0,20,1955,i
3207927,"Hackenschmidt, Jorg",AUS,M,,,,,1695,0,40,1971,i
3274438,"Haden, Alex",AUS,M,,,,,1499,0,40,1998,
3248313,"Hadikusumo, Elijah",AUS,M,,,,,1542,4,40,2011,
3274098,"Hagendoorn, Mark",AUS,M,,,,,1663,4,40,1964,
3216268,"Hagist, Fred M",AUS,M,,,,,1900,0,20,1963,i
3214419,"Hain, Anthony",AUS,M,CM,,,,1982,0,20,1991,
3216578,"Hain, Michael",AUS,M,,,,,1794,0,40,1957,i
3216853,"Hajdu, Johnny",AUS,M,,,,,1744,0,40,2000,i
3247651,"Halabe, Adam",AUS,M,,,,,1693,0,40,2012,i
311111623,"Halima, Mohamed",AUS,M,,,,ACM,1565,0,40,1988,
3218350,"Halpin, Luke",AUS,M,,,,,1886,0,20,1996,i
3200426,"Halpin, Patrick",AUS,M,,,,,2055,0,20,1953,i
3269086,"Hambly, William",AUS,M,,,,,1696,0,40,2008,
3222705,"Hamilton, Don",AUS,M,,,,,1626,1,20,1959,
3200191,"Hamilton, Douglas G",AUS,M,FM,,,,2032,0,20,1941,i
311214907,"Hams, Jeffrey",AUS,M,,,NA,AIM,1860,0,20,1957,i
3238261,"Han, Allen",AUS,M,,,,,1415,0,40,2009,i
3213730,"Han, Denny",AUS,M,,,,,1772,0,20,2001,i
3213749,"Han, Eddie",AUS,M,,,,,1876,0,20,1998,i
3258335,"Han, Lucas",AUS,M,,,,,1704,0,40,2011,
3265463,"Han, Terrance",AUS,M,,,,,1483,0,40,2012,
3255077,"Hancock, Paul",AUS,M,,,,,1577,1,40,1969,
3257576,"Handojo, Jonathan",AUS,M,,,,,1578,0,40,1996,i
3263770,"Hanrahan, Tim",AUS,M,,,,,1520,0,40,1998,i
3255085,"Hansen, Samuel",AUS,M,,,NA,,1696,0,40,2006,
3265188,"Hao, Sitong",AUS,F,,,,,1483,0,40,2014,w
3225291,"Haputhanthri, Ashali",AUS,F,,,,,1632,0,20,2004,wi
3225054,"Haputhanthri, Milan",AUS,M,,,,,1592,0,20,2005,i
3204081,"Hardegen, Andrew",AUS,M,,,IA,,1922,0,20,1983,
3226778,"Hardegen, Kathryn",AUS,F,WFM,WFM,,,1870,1,20,1983,w
3240452,"Harding, Ben",AUS,M,,,,,1688,0,20,2005,
3269701,"Harding, Gabriel",AUS,M,,,,,1708,0,40,2009,
3275965,"Harding, Jonathon",AUS,M,,,,,1609,0,40,1996,
3229467,"Hardy, Jude",AUS,M,,,,,1701,0,40,2003,i
3255360,"Hari, Dhruv",AUS,M,,,,,1709,1,40,2011,
3212076,"Hariman, Andre",AUS,M,,,,,1849,0,20,1958,i
3245691,"Harirajesh, Barath",AUS,M,,,,,1656,0,40,2009,
3270912,"Harker, Steven",AUS,M,,,,,1522,1,40,1955,
3213439,"Haron, Greg",AUS,M,,,,,1972,0,40,1949,i
3202704,"Harp, Joel",AUS,M,,,,,2025,0,20,1953,i
3244300,"Harper, David J",AUS,M,,,,,1603,0,40,1963,i
3258793,"Harrigan, Nicholas",AUS,M,,,,,1513,1,40,1975,
3225348,"Harris, Alexander",AUS,M,,,,,1627,0,20,1997,i
3217418,"Harris, Anthony",AUS,M,,,NA,,1844,0,20,1992,i
3207935,"Harris, Benjamin",AUS,M,,,,,2006,0,20,1992,i
3205509,"Harris, Bruce",AUS,M,,,,,1624,6,20,1951,
3258505,"Harris, Eamon",AUS,M,,,,,1672,0,40,2011,i
3211649,"Harris, John",AUS,M,,,,,1883,0,40,1952,i
3231020,"Harris, Patrick",AUS,M,,,,,1629,0,40,2001,i
3207005,"Harris, Rebecca",AUS,F,WFM,WFM,,,1899,0,20,1989,wi
3231038,"Harris, Timothy",AUS,M,,,,,1963,0,20,1999,
3230910,"Harris, Timothy",AUS,M,,,,,1764,0,40,1996,i
3227049,"Harrison, Harry",AUS,M,,,,,1832,0,20,1976,
3200396,"Harrison, Kevin",AUS,M,,,,,2225,0,40,1946,i
3217930,"Harrison, Liam",AUS,M,,,,,1681,0,20,2000,i
3217949,"Harrison, Zoe",AUS,F,,,,,1753,0,40,1997,wi
3244075,"Hart, Luka",AUS,M,,,,,1848,6,40,2011,
3204391,"Hart, Nikolai",AUS,M,,,,,1952,0,40,1979,i
3247171,"Hartley, James",AUS,M,CM,,,,1959,0,20,2006,
3274896,"Hartley, Michael",AUS,M,,,,,1533,0,40,1969,
3203662,"Harutyunyan, Vahram",AUS,M,,,,,1966,0,40,,i
3240843,"Harvey, David",AUS,M,,,,,1598,0,40,1979,i
3233723,"Haskin, Ben",AUS,M,,,,,1579,0,20,1973,i
3217191,"Hassani, Arif",AUS,M,,,,,1947,0,20,1987,i
3214427,"Hasselman, Wayne",AUS,M,,,,,1681,0,40,1974,i
3223590,"Hathiramani, Athena",AUS,F,,,,,1723,0,20,2004,wi
3215474,"Hathiramani, Dillon",AUS,M,,,,,1952,0,20,2001,i
3246744,"Hatti, Stephen",AUS,M,,,,,1741,0,40,1986,i
3220940,"Hau, Matthew",AUS,M,,,,,1469,0,40,2005,i
3220966,"Hau, Patrick",AUS,M,,,,,1601,0,40,2000,i
3231046,"Hawkins, Colm",AUS,M,,,,,1610,0,40,2000,i
3235556,"Hawkins, Julia",AUS,F,,,,,1437,0,20,2006,wi
3235564,"Hawkins, Sean",AUS,M,,,,,1883,0,40,2008,i
3236552,"Hay, Mark",AUS,M,,,,,1453,0,40,1985,i
3210367,"Hayman, Adam",AUS,M,,,,,1785,0,20,1994,i
3249131,"Haynes, Daniel",AUS,M,,,,,1580,0,40,1993,
3247325,"Hayward, Nicholas",AUS,M,,,,,1492,0,40,2004,
3250024,"Hazell, William",AUS,M,,,,,1635,0,40,1999,
3246132,"He, Andrew",AUS,M,,,,,1718,4,40,2012,
3245357,"He, Angela",AUS,F,,,,,1662,0,20,2006,w
3256405,"He, Enock",AUS,M,,,,,1582,0,40,2013,
3265021,"He, Nathan",AUS,M,,,,,1831,0,40,2013,
3237869,"He, Robinson",AUS,M,,,,,1689,0,40,2008,i
3272427,"Healey, Axel",AUS,M,,,,,1784,0,40,2004,
3241610,"Healey, Callum",AUS,M,,,,,1547,0,20,1990,
3237435,"Healey, Leigh",AUS,M,,,,,1671,0,20,1957,i
3275710,"Heawood, Oscar",AUS,M,,,,,1504,1,40,2004,
3274411,"Heazlett, John",AUS,M,,,,,1528,2,40,1951,
3266281,"Hegde, Lohit",AUS,M,,,,,1642,0,40,1981,
3265471,"Hegde, Sanat",AUS,M,,,,,1534,0,40,2017,
45050082,Hemanth Gajula,AUS,M,,,NA,,1539,0,20,1986,
3240886,"Hemsley, Steven E",AUS,M,,,,,1631,0,20,1956,
3250822,"Hendy, Cadeyrn",AUS,M,,,,,1642,0,40,2002,i
3236196,"Hennessy, Maurice",AUS,M,,,,,1610,0,20,1955,
3239829,"Herath, Sanuk",AUS,M,,,,,1458,0,40,2009,i
3257274,"Herlihy, Brian",AUS,M,,,NA,,1786,0,40,1978,i
3243214,"Hernandez Mendez, Iker",AUS,M,,,,,1960,0,40,2009,
3216624,"Hernandez, Walter",AUS,M,,,,,1680,0,20,1952,i
3259609,"Herrera Roman, Italo",AUS,M,,,,,1605,0,40,1966,i
3220010,"Herreros, Bill",AUS,M,,,,,1547,1,20,1955,
3227316,"Herrmann, Oscar",AUS,M,,,,,1824,0,40,2000,i
3233278,"Hessing, Rod",AUS,M,,,,,1614,0,20,1959,i
3238431,"Heydari, Parsa",AUS,M,,,,,1732,0,40,2004,i
3213560,"Hibberd, Nathan",AUS,M,,,,,1923,0,20,1995,i
3217205,"Hickey, James",AUS,M,,,,,1723,0,40,1944,
3243672,"Hickman, Joe",AUS,M,,,,,1546,0,40,1992,i
3249000,"Higgins, Wade",AUS,M,,,,,1664,0,20,1985,
3233073,"Hii, Ryan",AUS,M,,,,,1675,0,40,2008,i
3244717,"Hilangkovan, Sreeram",AUS,M,,,,,1605,0,40,2004,i
3268845,"Hill, James",AUS,M,,,,,1646,3,20,2002,
3202852,"Hill, Ken",AUS,M,,,,,2089,0,40,1941,i
3200400,"Hill, Robin",AUS,M,,,,,2175,0,40,1950,i
3200280,"Hill, Shane Malcolm",AUS,M,IM,,,,2295,0,20,1971,i
3207943,"Hilliard, Geoffrey",AUS,M,,,,,1879,0,20,1955,i
3263096,"Hills, Benjamin",AUS,M,,,,,1416,0,40,1991,i
3225895,"Hindley, Simon",AUS,M,,,,,1818,0,40,1943,i
3207552,"Hinton, Guy",AUS,M,,,,,1735,0,40,1966,i
3228177,"Hintz, Steven",AUS,M,,,,,1646,0,20,1984,
3261182,"Hird, Jasper",AUS,M,,,,,1765,4,40,2007,
3202186,"Hirschhorn, Jeremy",AUS,M,,,,,2198,0,40,1972,i
3285847,"Hirschhorn, Michael",AUS,M,,,,,1605,0,40,2006,
3202658,"Hislop, Jamie",AUS,M,,,,,2061,0,40,1966,i
3243680,"Hmura, Ivan",AUS,M,,,,,1628,0,40,1994,i
3218732,"Ho, Choon Chow (cc)",AUS,M,,,,,1779,0,40,1941,i
3238440,"Ho, Enoch",AUS,M,,,,,1549,0,40,2007,i
3226000,"Ho, Lachlan",AUS,M,,,,,1898,0,20,2005,
3265480,"Ho, Minh Son",AUS,M,,,,,1418,0,40,2015,
3228568,"Ho, Oscar",AUS,M,,,,,1524,0,40,2008,i
3205029,"Hodges, Noel",AUS,M,,,,,1881,0,40,1946,i
3224759,"Hoff, Michael R",AUS,M,,,,,1886,0,40,1960,i
3203840,"Hoffmann, Achim Gunter",AUS,M,,,,,2041,0,20,1962,
3201414,"Hogan, Steven",AUS,M,,,,,1669,4,20,1985,
