fideid,name,country,sex,title,w_title,o_title,foa_title,rating,games,k,birthday,flag
3261450,"Chong, Seth",AUS,M,,,,,1672,0,20,2006,i
3206572,"Choong, Yita",AUS,M,FM,,,,2146,0,20,1992,i
3236536,"Chou, Kevin",AUS,M,,,,,1519,0,40,2008,i
3266141,"Chow, David",AUS,M,,,,,1648,0,20,1984,
3202992,"Chow, Samuel",AUS,M,FM,,,,2359,0,20,1987,i
3205371,"Christensen, Joshua",AUS,M,,,,,1812,0,20,1982,i
3229041,"Christensen, Matthew",AUS,M,,,,,1633,0,20,1985,i
3209920,"Christian, Kashish",AUS,F,WCM,WCM,,,1817,0,20,2000,wi
3267130,"Christie, Patrick",AUS,M,,,,,1909,10,20,2004,
3226239,"Chua, Joe",AUS,M,,,,,1862,0,20,1998,i
3208540,"Chua, Manny",AUS,M,,,,,1855,0,20,1944,i
311214934,"Chugunov, Vladimir",AUS,M,,,,,1846,0,20,1986,i
3277305,"Chui, James",AUS,M,,,,,1484,0,40,2017,
3207471,"Chung, Francisco",AUS,M,,,,,1887,0,20,,i
3254534,"Church, Alexander",AUS,M,,,,,1625,6,40,2006,
3272281,"Ciarliero, Frank",AUS,M,,,,,1731,0,20,1988,
3245799,"Cirami, Amelia",AUS,F,,,,,1406,0,40,2010,w
3245802,"Cirami, Oliver",AUS,M,,,,,1423,0,40,2013,
3239470,"Claridge, Finn",AUS,M,,,,,1701,0,20,2002,i
3227804,"Clarke, Matthew",AUS,M,FM,,,,2053,0,20,2003,i
3217400,"Clarke, Matthew A",AUS,M,,,,AFM,1721,0,20,1986,i
3215784,"Clouston, Bevan",AUS,M,,,,,1769,0,20,1987,i
3253660,"Clubb, Alexander",AUS,M,,,,,1728,0,20,1991,i
3224082,"Coates, Toby J",AUS,M,,,,,1978,0,20,1979,i
3260950,"Coetzee, Henjo",AUS,M,,,,,1787,0,20,2006,i
3244989,"Cohen, Scott",AUS,M,,,,,1713,0,20,1967,i
3249174,"Coluccio, Robert",AUS,M,,,,,1482,0,20,1990,i
3251675,"Commisso, Anthony",AUS,M,,,,,1629,0,20,2004,
3248283,"Consiglio-Cockle, Jared",AUS,M,,,,,1575,0,20,2004,i
3210332,"Cook, Geoff L",AUS,M,,,,,1727,0,20,1945,i
3236838,"Cooper, Joshua",AUS,M,,,,,1741,0,40,2010,
3221717,"Cooper, Linus",AUS,M,,,,,1880,0,20,2000,i
3253678,"Cooper, Matt",AUS,M,,,,,1717,0,20,1989,i
3220400,"Cooper, Nicholas",AUS,M,,,,,1884,0,20,1976,i
3254798,"Coracas, Tass",AUS,M,,,,,1791,0,40,2010,
3259293,"Corbett, Ben",AUS,M,,,,,1804,0,20,1987,i
3216713,"Cordover, David Z",AUS,M,,,,,1930,0,20,1978,i
3232387,"Cordover, Oliver",AUS,M,,,,,1721,0,40,2007,i
3272478,"Cornelius, Mitchell",AUS,M,,,,,1615,0,40,2009,i
3236340,"Corona, Fabrizio",AUS,M,,,,,1678,0,20,1968,i
3236935,"Corona, Jonluke",AUS,M,,,,,1656,0,40,2010,i
3272842,"Covark, Mikey",AUS,M,,,,,1446,0,40,2013,i
3272850,"Coventry, James",AUS,M,,,,,1699,0,20,1981,i
3257657,"Cox, Braiden",AUS,M,,,NA,,1756,7,20,2004,
3253350,"Cox, James",AUS,M,,,,,1803,0,40,2009,
3209423,"Coy, Rupert",AUS,M,,,,,1924,0,20,1994,
3270211,"Craig, Lance",AUS,M,,,,,1658,0,20,1990,i
3241904,"Cranson, Joshua",AUS,M,,,,,1662,0,20,1994,i
3201074,"Creek, Peter",AUS,M,,,,,1693,0,20,1944,i
3252434,"Creer, Bailey",AUS,M,,,,,1743,0,20,2004,i
3235734,"Cregan, Robert",AUS,M,,,,,1748,0,20,1973,
3218856,"Cristobal, Rodolfo",AUS,M,,,,,1903,0,20,1954,i
3234770,"Cronin, Henry",AUS,M,,,,,1928,0,20,2002,
3253732,"Cronin, Lachlan",AUS,M,,,,,1680,0,20,2006,i
3285880,"Cronin, Zach",AUS,M,,,,,1671,0,20,2006,
3218317,"Crossman, Tom",AUS,M,CM,,,,1911,0,20,1994,i
3242579,"Crowder, Bianca",AUS,F,,,,,1614,0,20,1997,wi
3218465,"Crowley, Regan",AUS,M,CM,,,,1824,0,20,2000,i
3239691,"Cruz, Louie",AUS,M,,,,,1777,0,20,1957,i
3251403,"Cung, Thyler",AUS,M,,,,,1817,0,20,2005,i
3271994,"Cunningham, Sam",AUS,M,,,,,1555,0,20,1996,i
3216012,"Curran, Glynn",AUS,M,,,,,1891,0,20,1946,i
3229483,"Curtain, Joseph",AUS,M,,,,,1678,0,20,1992,i
3261468,"Curthoys, Edward",AUS,M,,,,,1758,0,20,1974,i
3227626,"Curtis, Darren",AUS,M,,,,,1686,0,20,1977,i
3200256,"Curtis, John",AUS,M,FM,,,,2108,9,20,1952,
3228320,"Curtis, Shaun",AUS,M,,,FI,,1732,0,20,1994,
3248194,"Cutbush, Stuart",AUS,M,,,,,1764,0,20,2005,i
3234657,"Cyriac, Jose",AUS,M,,,NA,,1650,0,20,1982,
3228037,"Dabb, Marcus",AUS,M,,,,,1842,0,20,1975,i
3261492,"Dadras, Ethan",AUS,M,,,,,1477,0,20,1976,i
3229408,"Daffy, Joseph",AUS,M,,,,,1760,0,20,1996,i
3231984,"Dagza, Ben",AUS,M,,,,,1774,0,20,1966,i
3264416,"Dai, Chandy",AUS,M,,,,,1585,0,20,2005,
3233472,"Dakic, Dusan",AUS,M,,,,,1849,0,20,1969,i
3213145,"Dale, Ari",AUS,M,IM,,,,2286,0,20,1998,i
3213153,"Dale, Finley",AUS,M,,,,,1887,0,20,2000,i
3250377,"Daley, Kurt",AUS,M,,,,,1821,0,20,1992,
3239705,"Dalkin, Max",AUS,M,,,,,1872,0,20,2000,i
3214206,"Damaschino, Lou",AUS,M,,,,,1810,0,20,1963,i
3247309,"Dance, Alex",AUS,M,,,,,1587,0,20,1970,i
3255522,"Danesh, Mazyar",AUS,M,,,,,1693,0,20,1979,i
3220524,"Daneshvar, Reza",AUS,M,,,,,1855,0,20,1962,i
3268420,"Daniel, Suria",AUS,F,,,,,1508,3,40,2014,w
3284867,"Dao, Hoang",AUS,M,,,,,1861,0,20,1980,
3247643,"Dao, Tuan (paul)",AUS,M,,,,,1743,0,40,2010,i
3231330,"Datar, Tejas",AUS,M,,,,,2020,0,20,2002,
3239713,"Davey, Tom",AUS,M,,,,,1581,0,20,1977,i
3229297,"Davies, Andrew William",AUS,M,,,,,1709,0,20,1990,i
3242285,"Davila, Eddie",AUS,M,,,,,1577,0,20,1991,i
3213706,"Davis, Geoff",AUS,M,,,,,1660,0,20,1952,i
3220486,"Davis, Sophie",AUS,F,,,NA,,1668,0,20,2004,w
3205550,"Davis, Tony J",AUS,M,CM,,,,1755,0,20,1968,
3237281,"Dawson, Hamish",AUS,M,,,,,1767,0,20,2002,i
3269507,"Day, Stephen",AUS,M,,,,,1516,0,20,1974,i
3243770,"De Heer, Alex",AUS,M,,,,,1610,0,20,1957,i
3282740,"De Jonge, Luke",AUS,M,,,,,1503,0,20,2000,
3273954,"De Leon, Santiago",AUS,M,,,,,1648,0,40,2009,i
3240100,"De Rooy, Jack",AUS,M,,,,,1561,0,40,2010,i
3240118,"De Rooy, Samuel",AUS,M,,,,,1508,0,40,2011,i
3268993,"De Silva, Amaya",AUS,F,,,,,1462,0,40,2014,w
3251276,"De Silva, Rahul",AUS,M,,,,,1524,0,40,2009,
3243567,"De Silva, Senuk",AUS,M,,,,,1650,0,40,2013,i
3285570,"De Souza, Thomas",AUS,M,,,,,1534,0,20,2004,
9905260,"De Vas, Saminda",AUS,M,,,NA,AFM,1769,0,20,1981,
3250580,"De Vas, Senudi",AUS,F,,,,,1514,0,40,2014,w
3235963,"De Vas, Yonal",AUS,M,,,,ACM,1758,0,40,2010,
3271072,"De Veth, Kenny",AUS,M,,,,,1598,0,20,1990,
3285154,"De Villiers, Jayson",AUS,M,,,,,1465,0,40,2011,
3251144,"De Villiers, Jean",AUS,M,,,,,1761,0,20,1984,
3266176,"De Zilva, Winston",AUS,M,,,,,1558,0,40,2008,i
3278581,"Deakin-Sharpe, Lochlan",AUS,M,,,,,1521,0,20,2000,
3262308,"Deccico, Adrian",AUS,M,,,,,1507,0,20,1977,i
3209440,"Deen-Cowell, Nicholas",AUS,M,,,,,1930,0,20,1993,i
3200493,"Dekic, Biljana N",AUS,F,WIM,WIM,,,1925,0,20,,w
3243923,"Dempster, Andrew",AUS,M,,,,,1631,0,20,1971,i
3254356,"Deng, Eric",AUS,M,,,,,1752,0,40,2012,i
3240398,"Deng, James",AUS,M,,,,,1593,0,20,2006,i
3207110,"Descallar, Levi",AUS,M,,,,,1772,0,20,1958,
3250733,"Dhandapani, Senthil Kannan",AUS,M,,,,,1657,0,20,1980,i
3235599,"Dharmapuri, Kundan",AUS,M,,,,,1722,0,20,2006,i
3285898,"Dheerasekara, Milith",AUS,M,,,,,1736,0,20,2003,
3242374,"Di, Chloe",AUS,F,,,,,1566,0,40,2008,wi
3257967,"Di, Elvin",AUS,M,,,,,1751,0,40,2013,
3223299,"Dias, Douglas",AUS,M,,,,,1688,0,20,1999,
3277119,"Diaz, Marcos",AUS,M,,,,,1810,0,20,1986,
3210987,"Dibley, Shane E",AUS,M,,,,,1845,0,20,1957,i
3204510,"Dick, David W",AUS,M,,,,,1910,0,20,1958,i
3236943,"Diemer, Tim",AUS,M,,,,,1978,0,20,1992,i
3214559,"Diep, Denan",AUS,M,,,,,1913,0,20,1988,i
3245098,"Ding, Daniel (yulin)",AUS,M,,,,,1842,0,40,2011,
3233456,"Ding, Rey",AUS,M,,,,,1957,0,40,2007,
3224104,"Dingley, Justin",AUS,M,,,,ACM,1712,14,20,1995,
3261158,"Dinh, Thien",AUS,M,,,,,1689,0,40,2011,i
3256340,"Dissanayake, Naveen",AUS,M,,,,,1469,0,40,2015,
3243575,"Dissanayake, Vidushi",AUS,F,,,,,1694,0,40,2012,w
3259684,"Divvela, Aneesh",AUS,M,,,,,1488,0,40,2010,i
3271080,"Dixon, Alex",AUS,M,,,,,1738,0,20,1986,
311211745,"Dixon, Asher",AUS,M,,,,AIM,1676,0,20,1998,i
3256391,"Djatschenko, Addison",AUS,M,,,,,1713,0,20,2004,
3221008,"Djuric, Mirko",AUS,M,,,,,1894,0,20,1949,i
3281183,"Do, Khoi",AUS,M,,,,,1763,0,40,2008,
3222527,"Dobos, Daniel",AUS,M,,,,,1808,0,20,1980,i
3242048,"Donaldson, Tom",AUS,M,,,,,1659,0,40,2007,i
3259897,"Doran, Kaiden",AUS,M,,,,,1776,0,40,2008,
3264521,"Dorrian, Benjamin",AUS,M,,,,,1689,5,40,2009,
3221369,"Dragalchuk, Vladislav",AUS,M,CM,,,,1859,0,20,1975,i
3203328,"Dragicevic, Domagoj",AUS,M,FM,,,,1977,0,20,1982,
3207862,"Drew, Phillip",AUS,M,,,,,1908,0,20,1989,i
3262278,"Driscoll-Court, Brodie",AUS,M,,,,,1617,0,20,1994,
3250490,"Dubosarsky, Dover",AUS,M,,,,,1810,0,20,1992,
3218325,"Duckworth, Terry",AUS,M,,,,,1684,0,20,1963,
3252612,"Dudipalli, Hamsini",AUS,F,,,,ACM,1495,0,40,2014,w
3242684,"Duker, Craig",AUS,M,,,,,1614,0,20,1977,i
3232310,"Dulic, Senad",AUS,M,,,,,1894,0,20,1957,i
3272877,"Duluk, Ryszard",AUS,M,,,,,1719,0,20,1956,i
3244512,"Duncan, Matthew",AUS,M,,,,,1775,0,20,1998,
3257800,"Dunn, Lachlan",AUS,M,,,,,1699,0,20,2004,
3218333,"Dutta, Rishi",AUS,M,CM,,,,1977,0,20,2001,i
3259544,"Duvoor, Anirudh",AUS,M,,,,,1585,0,40,2010,i
3202321,"Dwyer, Daniel",AUS,M,FM,,,,2109,0,20,1977,i
3254119,"Dwyer, Lachlan",AUS,M,,,NA,,1563,4,20,1999,
3269175,"Dwyer, Matthew",AUS,M,,,,,1695,0,20,2005,
3235548,"D`agostin, Chris",AUS,M,,,,,1635,0,40,2007,i
3213641,"D`arcy, Michael",AUS,M,,,,,1915,0,20,1989,
3241912,"Early, Lachlan",AUS,M,,,,,1656,0,20,1991,i
3216020,"Edwards, Greig",AUS,M,,,,,1633,0,20,1947,i
3233154,"Edwards, Michael",AUS,M,,,,,1831,0,20,1987,i
3214338,"Edwards, Regina",AUS,F,,,,,1705,0,20,1975,wi
3268306,"Eftekhar, Shayan",AUS,M,,,,,1631,0,20,2004,
3267539,"Egorov, Nicholai",AUS,M,,,,,1567,0,40,2009,
3274020,"Eleutherios, Thomas",AUS,M,,,,,1818,0,40,2009,
3285669,"Eliott, Marcus",AUS,M,,,,,1691,0,20,2006,
3255131,"Ellis, Cameron",AUS,M,,,,,1626,0,20,1996,i
3259307,"England, Tom",AUS,M,,,,,1427,5,20,2006,
1702408,"Eriksson, Ingela S.",AUS,F,,,,,2095,0,20,1974,wi
3211940,"Erkan, Mustafa",AUS,M,,,,,1858,0,20,1980,i
3207129,"Escalante, Lorenzo",AUS,M,,,,,1811,0,20,1951,i
3278859,"Escobar, David",AUS,M,,,NA,,1577,0,20,2002,
3225887,"Esmaili, Ali",AUS,M,,,,,1758,0,20,1976,
3248054,"Evans, Matthew",AUS,M,,,,,1524,0,20,1982,i
3239276,"Extross, Eshaan",AUS,M,,,,,1589,0,40,2009,
3256308,"Facelo, Edgar",AUS,M,,,,,1751,0,20,1961,i
3273814,"Faifal, Braedan",AUS,M,,,,,1575,0,20,1994,i
3267288,"Fais, Ariana",AUS,F,,,,,1595,0,40,2012,w
3233740,"Faizal, Shaheel",AUS,M,,,,,1839,0,40,2008,
3203620,"Falchoni, Mario",AUS,M,,,,,1950,0,20,1970,
3242102,"Fan, Chloe",AUS,F,WFM,WFM,,,1850,0,40,2007,w
3218341,"Farrell, Keith",AUS,M,,,,,1744,0,20,1957,i
3203034,"Farrell, Roger S",AUS,M,,,,,2137,0,20,1960,i
3253694,"Fasakin, Olamide",AUS,M,,,,,1892,0,40,2013,
3253708,"Fasakin, Olaoluwa",AUS,M,,,,,1655,0,40,2011,
3201791,"Feldman, Vladimir",AUS,M,IM,,FT,,2073,0,20,1959,i
3229785,"Feliu, Angelo",AUS,M,,,,,1547,0,20,1954,
3238253,"Feng, Angela",AUS,F,WCM,WCM,,,1677,0,40,2009,wi
3207544,"Feng, Thomas",AUS,M,,,,,1934,0,20,1995,i
3245217,"Fennamore, Linden",AUS,M,,,,,1773,0,20,1994,
3247317,"Fenton-Lee, Robert",AUS,M,,,,,1669,0,20,1999,i
3242692,"Fernandes, Fabreece",AUS,M,,,,,1713,0,20,1995,i
24666866,"Ferozkohi, Ihsan",AUS,M,,,,,2147,0,20,1988,i
3282201,"Fien, Matthew",AUS,M,,,,,1574,0,20,2000,
3224562,"Fikh, Anthony",AUS,M,CM,,,,1961,0,20,2003,i
3205495,"Finke, Kelvin",AUS,M,,,,,1904,0,20,1994,
3254950,"Fitzgerald, Lachlain",AUS,M,,,,,1455,0,20,2006,
3238423,"Flanagan, Liam",AUS,M,,,,,1700,0,40,2008,i
3226530,"Fletcher, Andrew",AUS,M,,,,,1949,0,20,1969,i
3249190,"Fletcher, Robin",AUS,M,,,,,1630,0,20,1991,i
3219992,"Flindall, Victor",AUS,M,,,,,1603,0,20,1936,i
3202755,"Flitney, Adrian",AUS,M,,,,,1929,0,20,1961,i
3260097,"Fong, Kenny",AUS,M,,,,,1735,7,20,1985,
3226719,"Fong, Terence",AUS,M,,,,,1805,0,20,1996,i
3213196,"Forace, Lee",AUS,M,,,,,1743,0,20,1979,
3246663,"Ford, James",AUS,M,,,,,1625,0,20,1997,i
3272117,"Ford, Louise",AUS,F,,,NA,,1620,0,20,2006,w
3209822,"Forster, Kevin",AUS,M,,,,,1883,0,20,1968,i
3269329,"Foster, Eric",AUS,M,,,,,1772,0,40,2010,
3235912,"Fotaras, Jordan",AUS,M,,,,,1803,0,20,1996,i
3267962,"Fox, Archibald",AUS,M,,,,,1606,0,20,2000,i
3240428,"Fox, Dominic",AUS,M,,,,,1916,8,20,1998,
3265340,"Fox, Michael",AUS,M,,,,,1411,0,20,1989,
3265161,"Franklin, William",AUS,M,,,,,1623,0,20,2004,i
3247783,"Friedland, Mark",AUS,M,,,,,1689,0,20,1998,i
3263290,"Frost, Angus",AUS,M,,,,,1404,0,40,2015,
3204634,"Frost, Peter",AUS,M,,,,,1831,0,20,1962,i
3269280,"Fu, Andy",AUS,M,,,,,1696,0,40,2011,i
3249980,"Fu, Charles",AUS,M,,,,,1784,0,40,2011,
3249999,"Fu, Neil",AUS,M,,,,,1774,0,40,2011,
8619638,"Fu, Yihe",AUS,M,FM,,NA,,2131,0,40,2007,
3216608,"Fulgenzi, Celestino",AUS,M,,,,,1884,0,20,1948,i
3230619,"Gabrial, Tadross",AUS,M,,,,,1695,0,20,1988,i
3248682,"Galea, Patrick",AUS,M,,,,,1923,0,20,2002,
3285820,"Gan, Alvis",AUS,M,,,,,1770,0,40,2012,
3270068,"Gandharva, Rahul",AUS,M,,,,,1592,0,20,2000,
3230848,"Gandhi, Anmol",AUS,F,,,,,1588,0,40,2007,wi
3225046,"Gandhi, Bhavjyot",AUS,M,,,,,1637,0,20,2004,i
3268225,"Ganesh Prabhu, Avinesh Nidhi",AUS,M,,,,,1516,0,40,2009,i
3232905,"Ganke, Eugene",AUS,M,,,,,1589,0,20,1977,i
3240444,"Gao, Arthur",AUS,M,CM,,,,1964,10,40,2012,
3230120,"Gao, Daniel Danning",AUS,M,,,,,1647,0,40,2007,i
3230139,"Gao, James Lequan",AUS,M,,,,,1677,0,40,2009,i
3235173,"Gao, Oscar",AUS,M,,,,AFM,1865,0,40,2009,i
3254127,"Gao, Ricky",AUS,M,,,,,1649,0,40,2013,i
3238598,"Gao, Terry",AUS,M,,,,,1886,0,40,2010,
3266184,"Garcia, Sebastian",AUS,M,,,,,1731,0,20,2004,i
3254135,"Garden, Zachary",AUS,M,,,,,1878,0,20,2002,
3211487,"Gardiner, Graeme",AUS,M,,,,,1650,0,20,1948,i
3272761,"Gardner, David",AUS,M,,,,,1621,0,20,1984,i
3284646,"Garg, Shineyu",AUS,M,,,,,1508,8,40,2007,
3269523,"Garner, Christopher",AUS,M,,,,,1467,0,20,1991,i
3210995,"Garner, Stephen J",AUS,M,,,,,1752,0,20,1957,
3252515,"Gatzen-O`keefe, Thomas",AUS,M,,,,,1962,0,20,2006,
3227308,"Ge, Eva",AUS,F,,,,,1710,0,20,2003,wi
3261905,"Gear, Jonah",AUS,M,,,,,1755,0,20,2003,
3262324,"Gemenis, Jason",AUS,M,,,,,1525,0,20,1968,
3244539,"Georgas, John",AUS,M,,,,,1609,0,20,1995,i
3261174,"George, Joseph",AUS,M,,,,,1455,0,20,2006,i
3222748,"George, Sandeep",AUS,M,,,,,1764,0,20,1985,i
3242110,"Gerald, Anton Dario",AUS,M,,,,,1575,0,40,2009,
3214508,"Gerges, Fady",AUS,M,,,,,1915,0,20,1978,i
3230627,"Gergis, Steven",AUS,M,,,,,1631,0,20,1985,i
3275078,"Gerrard, Michael",AUS,M,,,,,1658,0,20,1998,
3282694,"Ghimire, Aashutosh",AUS,M,,,,,1579,0,20,1998,
3286525,"Ghimire, Nabin",AUS,M,,,,,1550,6,40,1990,
3226310,"Ghumman, Shumsheer",AUS,M,,,,,1835,7,20,1978,
3275639,"Giani, Leonardo",AUS,M,,,,,1526,0,20,1990,
3223566,"Gianquitto, Benjamin",AUS,M,,,,,1670,0,20,2001,i
3246426,"Gibson, Jacob",AUS,M,,,,,1793,0,20,2004,i
3209008,"Gibson, Kyle",AUS,M,,,,,1882,0,20,1997,i
3269078,"Gill, Jacob",AUS,M,,,,ACM,1551,0,40,2007,
3213080,"Gilmetdinov, Edik",AUS,M,,,,,1916,0,20,1989,i
3224538,"Ginn, Jonathon",AUS,M,,,,,1798,0,20,1997,i
3226263,"Ginovic, Aleksy",AUS,M,,,,,1749,0,20,2002,i
4225996,"Giouvantsioudis, Konstantinos",AUS,M,,,,,1831,0,20,1967,i
3259870,"Glick, Emil",AUS,M,,,,,1617,0,40,2014,i
3259862,"Glick, Miles",AUS,M,,,,,1418,0,40,2012,i
3253899,"Gligorevic, David",AUS,M,,,,,1654,0,20,1998,i
3208788,"Glissan, Paul",AUS,M,,,,,1798,0,20,1947,i
3275655,"Godinho, Isaac",AUS,M,,,,,1637,0,40,2014,
25105035,"Goel, Vayum",AUS,M,,,,,1854,0,40,2011,
3251098,"Goh, Casey",AUS,M,,,"SI,LSI,IA",,1594,0,20,1978,i
3254917,"Goh, Nicholas",AUS,M,,,,,1438,7,40,2012,
3255697,"Gois, Jordan",AUS,M,,,,,1664,0,20,2000,i
3201970,"Goldenberg, Igor",AUS,M,IM,,,,2263,0,20,1969,i
3223132,"Goldsmith, Allan",AUS,M,,,,,1626,0,20,1954,i
3274284,"Goldstein, Clio",AUS,F,,,,,1534,0,40,2016,w
3274292,"Goldstein, Daniel",AUS,M,,,,,1587,0,20,1982,
3265170,"Gome, Jacob",AUS,M,,,,,1665,0,20,2002,i
3226816,"Gonda, Jozsef",AUS,M,,,,,1720,0,20,1953,i
3268098,"Gondo, Alex",AUS,M,,,,,1810,0,40,2008,
3234703,"Gong, Anderson",AUS,M,,,,,1633,0,20,2006,i
3266192,"Gong, Leo",AUS,M,,,,,1953,0,40,2012,
3258726,"Gong, Leo",AUS,M,,,,,1626,0,40,2014,
3236021,"Gong, Noah",AUS,M,,,,,1914,0,20,2002,i
3222500,"Gong, Patrick",AUS,M,IM,,NA,,2245,0,20,1999,
3234878,"Goode, John",AUS,M,,,,,1666,0,20,1968,i
3233235,"Goodison, Justin",AUS,M,,,,,1686,9,40,2008,
3233243,"Goodison, Leonard",AUS,M,,,,,1737,0,40,2007,
3262189,"Gorantla, Karunya",AUS,M,,,,,1648,0,40,2011,
3277879,"Gordon, Ben",AUS,M,,,,,1831,0,40,2009,
3224210,"Goswami, Moksh",AUS,M,,,,,1758,0,20,2006,i
3243176,"Gough, Dylan",AUS,M,,,NA,,1722,0,20,1976,
3250393,"Gough, James",AUS,M,,,,,1567,0,20,1992,i
3252078,"Gough, Sebastian",AUS,M,,,,,1510,0,40,2009,i
3229319,"Gould, Declan",AUS,M,,,,,1576,0,20,1998,i
3229327,"Gould, Michael",AUS,M,,,,,1634,0,20,2002,i
3240258,"Goulden, Timothy",AUS,M,,,,,1682,0,20,2003,i
3275884,"Govender, Liam",AUS,M,,,,,1516,0,40,2008,
3253368,"Govind, Agastya",AUS,M,,,,,1827,0,20,2006,i
3217906,"Grabovac, Marko",AUS,M,,,,,1900,0,20,1997,i
3267199,"Graham, Zachary",AUS,M,,,,,1598,0,20,2006,i
3208800,"Gram, Otto",AUS,M,,,,,1404,0,20,1930,
3226468,"Granjas, Dragan",AUS,M,,,,,1908,0,20,1952,
3243338,"Gratchev, Ekaterina",AUS,F,WCM,WCM,,,1715,0,20,2006,wi
3240967,"Gratchev, Elizaveta",AUS,F,,,,,1611,0,40,2009,wi
3209202,"Gray, Callum James",AUS,M,,,,,1830,0,20,1999,
3242587,"Grbin, Tereza",AUS,F,,,,,1629,0,20,1954,wi
3207919,"Grcic, Milan",AUS,M,,,,,1842,0,20,1947,
3242706,"Grech, David",AUS,M,,,,,1608,0,20,1987,i
3269531,"Greenfield, David",AUS,M,,,,,1458,0,20,1974,i
3205460,"Greenwood, Norman",AUS,M,,,,,1661,0,20,1932,i
3248062,"Griffiths, Alexander",AUS,M,,,,,1413,0,20,1996,i
3230481,"Griffiths, Nye",AUS,M,,,,,1815,0,20,1982,i
3274888,"Grigg, Dylan",AUS,M,,,,,1558,0,20,1996,
3206360,"Grigg, Samuel",AUS,M,,,,,1989,0,20,1993,i
3211312,"Griggs, James",AUS,M,,,,,1837,0,20,1992,i
3285901,"Grimison, Will",AUS,M,,,,,1990,0,20,2006,
3233049,"Groenhout, David",AUS,M,,,,,1657,0,20,1989,i
3285421,"Gu, Jeremy",AUS,M,,,,,1689,0,40,2011,
3212181,"Gu, Stephanie",AUS,F,,,,,1716,0,20,1999,wi
3245659,"Guerra, Alejandro",AUS,M,,,,,1752,0,20,1978,i
3262545,"Guieb, Mark",AUS,M,,,,,1733,0,20,2002,i
3241670,"Gulley, Trent",AUS,M,,,,,1829,0,20,1997,i
3275892,"Gunawan, Hans",AUS,M,,,,,1653,0,20,1996,
3239101,"Gunawan, Marco",AUS,M,,,,,1731,0,20,2004,i
3253376,"Gunawardene, Chanuth",AUS,M,,,,,1662,0,20,2003,i
3210472,"Gungordu, Ismet",AUS,M,,,,,1806,0,20,1953,i
3233251,"Gunstone, Ben",AUS,M,,,,,1527,0,40,2007,i
3229181,"Gunstone, Jack",AUS,M,,,,,1516,0,20,2004,i
3233260,"Gunstone, Liam",AUS,M,,,,,1521,0,40,2007,i
3241963,"Guo, David",AUS,M,,,,,1725,0,20,2006,i
3200795,"Guo, Emma",AUS,F,WIM,WIM,,,2039,0,20,1995,wi
3212556,"Guo, Jamie-Lee",AUS,M,,,,,1833,0,20,2000,i
3253503,"Guo, Leo",AUS,M,,,,,1696,0,20,2005,i
3216381,"Guo, Zhi Lin",AUS,F,WFM,WFM,,,1861,0,20,1999,wi
3219127,"Guo, Zhi Xin",AUS,M,,,,,1773,0,20,2002,i
3270629,"Gupta, Aadyah",AUS,M,,,,,1483,0,40,2014,
3243184,"Gupta, Aarnav",AUS,M,,,,,1686,0,40,2008,i
3243192,"Gupta, Anoushka",AUS,F,,,,,1625,0,40,2008,wi
3286592,"Gupta, Riaan",AUS,M,,,,,1467,5,40,2014,
3284883,"Gupta, Rohan",AUS,M,,,,,1649,0,20,1992,
3206335,"Gurevich, Andrew",AUS,M,,,,,1901,0,20,1997,i
3217922,"Gurunathan, Karthik",AUS,M,,,,,1768,0,20,1999,i
3230791,"Gusain, Daniel",AUS,M,,,,,1992,0,20,2004,i
3239888,"Guse, Jerzy",AUS,M,,,,,1806,0,20,1990,i
3280268,"Ha, Aeson",AUS,M,,,,,1499,9,40,2013,
3272885,"Haarsma, Andrew",AUS,M,,,,,1615,0,20,1985,
3253635,"Haberlin, Jackson",AUS,M,,,,,1552,0,20,1994,i
3268241,"Haddleton, Kyle",AUS,M,,,,,1498,0,20,1998,i
3248313,"Hadikusumo, Elijah",AUS,M,,,,,1608,0,40,2011,
3214419,"Hain, Anthony",AUS,M,CM,,,,1928,0,20,1991,
3216578,"Hain, Michael",AUS,M,,,,,1735,0,20,1957,i
3247651,"Halabe, Adam",AUS,M,,,,,1656,0,40,2012,i
3241483,"Halford, Michael",AUS,M,,,,,1504,0,20,1959,i
3224368,"Hall, Rhyss",AUS,M,,,,,1813,0,20,1982,i
3200191,"Hamilton, Douglas G",AUS,M,FM,,,,2047,0,20,1941,i
311104754,"Hamilton, Kevin",AUS,M,,,,,1713,0,20,2004,
3236986,"Han, Raymond",AUS,M,,,,,1782,0,20,1998,i
3285910,"Hannan, Oscar",AUS,M,,,,,1519,5,40,2009,
3253902,"Hannigan, Anthony",AUS,M,,,,,1552,0,20,1997,i
3263770,"Hanrahan, Tim",AUS,M,,,,,1819,0,20,1998,i
3255298,"Hansen, Niels",AUS,M,,,,,1448,0,20,1978,i
3255085,"Hansen, Samuel",AUS,M,,,NA,,1667,0,20,2006,
3265188,"Hao, Sitong",AUS,F,,,,,1603,0,40,2014,w
3265196,"Hao, Zitong",AUS,M,,,,,1516,0,40,2010,i
3230970,"Harb, Jacob",AUS,M,,,,,1658,0,20,2002,i
3204081,"Hardegen, Andrew",AUS,M,,,IA,,1893,0,20,1983,
3226778,"Hardegen, Kathryn",AUS,F,WFM,WFM,,,1893,0,20,1983,w
